"is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","booking_changes","deposit_type","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","reservation_status","name","email","phone.number","credit_card"
0,2,"August",32,3,0,2,1,0,0,"BB","ESP","Corporate",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Kevin Johnson","KevinJohnson@protonmail.com","258-933-8909","************9832"
0,110,"May",19,5,1,3,2,0,0,"SC","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Raymond Olson","Raymond_O@verizon.com","422-070-8418","************9096"
1,89,"October",40,3,2,2,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Matthew Stanley","Matthew_Stanley@mail.com","965-997-7938","************2559"
0,115,"March",12,18,0,2,1,0,0,"HB","PRT","Groups",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Glenn Ashley","Glenn_Ashley@gmail.com","397-462-0680","************3962"
1,315,"July",30,28,1,2,2,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Allison Kaufman","Allison_Kaufman@aol.com","937-119-0293","************1445"
0,32,"April",18,27,0,1,2,1,0,"HB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Sherry Harper","Sherry_Harper@yahoo.com","800-070-0603","************4975"
0,102,"October",42,16,0,2,1,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Shelby Morris","Shelby_M@aol.com","712-824-7386","************3024"
1,111,"July",27,6,1,3,2,0,0,"SC","AUT","Online TA",0,0,0,3,"No Deposit",NA,0,"Transient",0,0,"Canceled","Edwin Miles","Edwin.M@xfinity.com","531-298-6892","************5074"
1,28,"May",20,19,0,2,3,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Herbert Spence","Herbert_S@protonmail.com","445-178-9825","************6093"
0,14,"June",24,8,0,1,2,0,0,"BB","USA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Kent Diaz","Kent_Diaz29@aol.com","611-590-5164","************1499"
1,56,"March",12,21,0,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Marcia Williams","Marcia_W67@att.com","994-442-5681","************1135"
0,1,"June",25,18,1,0,2,0,0,"BB","PER","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Barry Franklin","Barry.Franklin89@yahoo.com","175-735-6005","************1640"
0,3,"February",8,24,0,2,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Mrs. Eileen Mcdonald MD","MD_Mrs.@zoho.com","371-533-5245","************2896"
1,67,"February",7,12,2,0,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","David Bennett","DavidBennett@protonmail.com","351-564-6030","************2429"
0,160,"July",27,8,2,4,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Anita Bowers","AnitaBowers@gmail.com","515-785-6708","************8528"
0,2,"November",47,16,2,8,0,0,0,"SC","ITA","Offline TA/TO",0,0,0,6,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Destiny Frank","Destiny_F@verizon.com","822-617-2523","************9273"
0,377,"October",42,14,0,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Miss Kristin Murphy","Miss_M@outlook.com","756-769-0063","************4160"
0,25,"March",11,12,1,0,2,0,0,"SC","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Haley Holland","Haley.H75@protonmail.com","584-042-2331","************6004"
1,218,"June",24,9,0,2,2,0,0,"HB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Nathan Manning","NManning22@hotmail.com","926-591-1507","************6926"
1,69,"April",14,6,0,3,1,0,0,"BB","PRT","Corporate",0,0,0,0,"Non Refund",197,0,"Transient",0,0,"Canceled","Dr. Sierra Crawford","Dr..C@aol.com","316-383-8331","************4323"
1,189,"May",18,5,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Nicole Oconnell","Oconnell.Nicole@att.com","143-677-9689","************9279"
0,172,"June",23,4,2,2,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Briana Price","Briana_P35@comcast.net","208-314-8569","************9192"
0,166,"August",32,6,2,1,2,0,0,"SC","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Tyler Johnson","Johnson_Tyler@outlook.com","342-660-5164","************8596"
0,48,"February",7,14,0,3,2,0,0,"BB","FRA","Online TA",0,0,0,2,"No Deposit",NA,0,"Transient",0,0,"Check-Out","John Wood","Wood.John@yahoo.com","764-293-1047","************1209"
1,199,"July",27,6,2,3,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Michael Reynolds","Michael.Reynolds95@comcast.net","994-124-8692","************5502"
1,304,"November",45,3,0,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Linda Baker","Baker_Linda@aol.com","460-731-6741","************3612"
0,53,"March",10,10,0,2,2,0,0,"BB","CRI","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Bradley Blackburn","Bradley_B@xfinity.com","150-822-2634","************9178"
1,2,"September",39,23,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Christopher Garrison","Christopher.G@yandex.com","823-998-7395","************8997"
0,57,"February",8,23,0,1,3,0,0,"BB","SWE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","David Carrillo","Carrillo.David@zoho.com","333-588-3686","************8336"
0,8,"May",22,25,0,1,2,0,0,"SC","TUR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Erica Austin","EricaAustin@verizon.com","836-662-1377","************1693"
1,468,"October",43,20,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Christopher Miller","ChristopherMiller@protonmail.com","427-214-1318","************8382"
1,344,"June",25,16,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","April Morgan","April_Morgan@protonmail.com","979-201-0752","************9978"
0,7,"August",34,20,0,1,2,1,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Benjamin Glover","Benjamin_G@yahoo.com","976-923-5159","************5512"
0,50,"November",46,13,1,2,3,0,0,"BB","BEL","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Michael Baxter","Baxter_Michael@xfinity.com","350-833-4931","************1113"
0,123,"May",20,18,2,3,2,1,0,"BB","FRA","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Andrew Walker","Walker.Andrew@outlook.com","537-445-0765","************4265"
1,52,"January",1,6,1,2,3,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Joshua Miller","Joshua.M@att.com","111-859-3415","************5158"
0,346,"September",38,13,0,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","David Mejia","David_M44@gmail.com","334-652-0635","************4606"
1,32,"November",47,20,0,2,1,0,0,"BB","PRT","Offline TA/TO",0,1,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Anita Ware","Anita_W@gmail.com","996-552-2833","************7743"
0,99,"February",8,19,0,1,1,0,0,"BB","PRT","Corporate",0,0,0,0,"No Deposit",67,0,"Transient-Party",0,0,"Check-Out","Laura Reese","Reese.Laura@verizon.com","282-577-1619","************9904"
0,21,"September",40,25,1,0,1,0,0,"SC","AUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Ronnie Mendez","RonnieMendez@gmail.com","344-357-0177","************2745"
1,20,"January",4,22,0,1,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Diana Hall","DHall@protonmail.com","171-188-7053","************7701"
0,17,"March",9,3,0,2,1,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Linda Hobbs","LindaHobbs90@att.com","457-211-3704","************6834"
0,84,"April",18,27,0,4,2,0,0,"BB","NOR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Lawrence Schmidt","Lawrence.S@outlook.com","102-073-1630","************6745"
0,80,"January",2,11,0,4,2,1,0,"BB","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Mark Bates","Bates.Mark@xfinity.com","857-664-2647","************1273"
1,250,"September",40,26,1,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Theresa Reid","TheresaReid34@yahoo.com","773-692-9426","************5080"
1,112,"August",32,10,1,3,3,0,0,"SC","DNK","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Allen Anderson","Anderson.Allen15@yandex.com","839-631-9108","************5411"
1,164,"August",36,29,1,2,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Aaron Conner","Conner.Aaron82@aol.com","903-213-2579","************6259"
0,9,"August",35,23,2,0,2,0,0,"BB","ESP","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Kendra Garrett","Kendra.G@mail.com","811-279-0306","************1139"
1,16,"October",44,29,2,1,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Mary Larsen DVM","Mary.D@zoho.com","519-421-1261","************7658"
1,379,"October",44,31,1,1,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Bradley Nguyen","Nguyen_Bradley45@yandex.com","950-232-6560","************2936"
1,243,"March",9,3,1,2,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Katrina Roach","Katrina.Roach@xfinity.com","207-567-4057","************5412"
0,5,"February",7,13,1,3,1,0,0,"BB","FRA","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","James Vargas","James_Vargas@zoho.com","358-679-1035","************2278"
0,418,"September",40,26,1,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,223,"Transient-Party",0,0,"Check-Out","Hannah Wilson","Hannah.W21@outlook.com","490-593-1331","************1687"
1,59,"December",50,4,2,2,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Kathryn Aguilar","Kathryn.Aguilar@comcast.net","178-595-1850","************7870"
0,181,"August",32,11,2,2,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Phillip King","PhillipKing@comcast.net","920-325-8885","************9182"
0,1,"July",28,4,1,1,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jesse Powers","Powers.Jesse@mail.com","393-658-7831","************8430"
1,88,"April",15,3,2,0,2,0,0,"SC","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Angel Gordon","Angel_G@outlook.com","460-512-7000","************5516"
0,2,"June",27,29,0,2,2,0,0,"SC","ISR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jeffrey Fuentes DDS","DDS.Jeffrey@att.com","584-075-5971","************5612"
1,86,"January",4,22,0,1,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,35,"Transient",0,0,"Canceled","Daniel Rose","DanielRose@outlook.com","572-901-6836","************2142"
1,138,"August",34,22,2,1,2,0,0,"HB","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Michael Barnett","MBarnett@att.com","970-744-5433","************8331"
1,85,"March",11,16,0,3,3,0,0,"HB","GRC","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Amanda Dorsey","Dorsey.Amanda25@gmail.com","341-568-0557","************3593"
0,122,"September",37,7,2,4,2,0,0,"BB","FIN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Adrienne Potter","AdriennePotter78@xfinity.com","353-532-0421","************8201"
1,56,"June",24,8,0,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Andrew Sullivan","Andrew.S@yandex.com","750-172-3873","************2891"
1,185,"December",51,16,1,2,2,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Eric Duke","Eric_Duke@outlook.com","525-591-3369","************2633"
0,0,"November",45,2,1,1,2,0,0,"BB","FRA","Online TA",0,0,0,1,"No Deposit",NA,0,"Contract",0,1,"Check-Out","Rebecca Williams","Rebecca_W@mail.com","714-980-8852","************3148"
0,1,"January",4,26,0,1,2,0,0,"BB","PRT","Groups",0,0,0,2,"No Deposit",365,0,"Transient-Party",0,0,"Check-Out","Daniel Reese","Daniel_R@xfinity.com","855-154-4585","************4583"
1,365,"July",28,7,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Kayla Patrick","Kayla_P87@yandex.com","426-371-8462","************9472"
1,99,"February",8,19,0,1,2,0,0,"BB","PRT","Corporate",0,1,0,0,"No Deposit",67,0,"Transient-Party",0,0,"Canceled","Matthew Rivera","Matthew.Rivera64@protonmail.com","773-900-2184","************6674"
0,41,"August",33,12,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Michael Oliver","Michael.O@yahoo.com","168-654-1753","************7052"
1,395,"May",20,17,0,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Courtney Lewis","Courtney_Lewis@outlook.com","853-462-2915","************1887"
1,48,"March",11,7,1,2,1,0,0,"BB","RUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Paul Martinez","Martinez_Paul@mail.com","528-813-5982","************5662"
1,34,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO",0,1,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Ryan Lee","RyanLee@hotmail.com","145-860-9179","************5495"
0,77,"March",13,25,0,2,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Colin Robinson","Colin_R@att.com","195-519-1443","************3300"
0,323,"May",21,17,0,4,1,0,0,"HB","PRT","Offline TA/TO",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Mr. Michael Williams","Williams.Mr.83@yandex.com","992-888-4761","************1413"
0,79,"October",41,10,1,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Eric Fitzgerald","EFitzgerald@outlook.com","762-003-0781","************8761"
0,0,"August",35,26,2,5,2,0,0,"BB","FRA","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jodi Holmes","Jodi_H@outlook.com","692-388-2414","************8715"
1,79,"November",46,13,0,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,69,"Transient",0,0,"Canceled","Victor Chavez","Victor_Chavez91@xfinity.com","572-355-0498","************6121"
1,124,"April",14,8,1,1,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Bryan Wilson","BWilson45@zoho.com","983-262-3875","************6363"
1,30,"April",17,29,2,1,1,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Raymond Simmons","RaymondSimmons@mail.com","322-846-7843","************2683"
1,77,"March",11,16,0,3,2,0,0,"BB","DNK","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Brittany Tran","Brittany.Tran@verizon.com","700-039-9866","************9714"
0,44,"February",7,11,1,3,2,0,0,"BB","CZE","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Morgan Campbell","Morgan_C@outlook.com","895-243-1617","************8480"
1,28,"February",6,3,2,7,1,0,0,"BB","CHN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Sheila Nguyen","Sheila.N@protonmail.com","892-270-6069","************3381"
0,45,"June",26,27,0,3,1,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Brian Klein","BrianKlein@hotmail.com","587-928-6308","************5725"
0,49,"November",46,12,2,3,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Kathleen Lopez MD","MD.Kathleen@yandex.com","233-534-2155","************2868"
0,207,"May",18,5,1,2,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Chad Miller","Miller_Chad@verizon.com","701-194-2715","************6535"
0,109,"August",32,9,0,3,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Allison Silva","Allison.Silva@aol.com","378-793-2295","************9246"
1,1,"January",3,16,0,1,3,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",14,0,"Transient",0,0,"No-Show","Charles Gonzalez","Gonzalez.Charles@xfinity.com","709-510-6007","************2523"
0,124,"May",19,6,0,2,2,0,0,"BB","GBR","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Christopher Lopez","Christopher_Lopez67@yahoo.com","426-107-6583","************2386"
0,1,"September",38,17,0,1,2,0,0,"BB","BRA","Corporate",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Laurie Barnett","LBarnett@att.com","976-101-9357","************1101"
1,14,"October",43,22,0,1,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Clinton Keller","CKeller@zoho.com","277-151-9431","************4273"
0,48,"February",8,22,0,2,1,0,0,"BB","ESP","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Phillip Cruz","PhillipCruz57@verizon.com","125-437-4804","************1785"
0,178,"July",30,23,2,4,2,0,1,"HB","ESP","Online TA",0,0,0,3,"No Deposit",NA,0,"Transient",1,2,"Check-Out","Robert Warren","Robert_W@att.com","848-714-6832","************8834"
1,35,"May",22,22,2,2,2,0,0,"SC","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Raymond Schwartz","Raymond_Schwartz78@protonmail.com","891-744-6693","************1393"
1,63,"November",45,4,0,2,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Danny Tate","Danny.Tate@mail.com","132-950-0922","************3662"
1,323,"September",36,5,2,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","John Lee","JohnLee@mail.com","572-469-1087","************9970"
0,10,"May",22,26,0,3,2,2,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",1,1,"Check-Out","Nathan Wade","Nathan.W@zoho.com","571-271-4711","************4830"
1,479,"July",29,18,0,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Zachary Clark","ZClark25@hotmail.com","124-722-5814","************7571"
1,58,"February",8,23,1,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Elizabeth Ellis","Elizabeth.E@verizon.com","126-543-7582","************4510"
1,420,"September",36,3,2,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Yvette Wilson","Wilson_Yvette@yahoo.com","173-858-3150","************1147"
0,28,"July",30,20,0,1,2,2,0,"HB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",1,2,"Check-Out","Mark Pugh","Mark.Pugh@comcast.net","107-030-6434","************4894"
0,414,"July",28,13,0,2,2,0,0,"HB","DEU","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Terry Reed","Terry_Reed@verizon.com","421-539-2008","************3829"
1,4,"April",16,10,2,2,1,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Elizabeth Morrow","Elizabeth.Morrow25@gmail.com","767-078-3085","************9113"
0,0,"April",15,15,0,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,4,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Elizabeth Lane","Lane_Elizabeth31@protonmail.com","648-919-4886","************7860"
0,47,"June",24,12,1,2,2,0,0,"BB","DEU","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",1,0,"Check-Out","Ebony Hudson","Hudson.Ebony@gmail.com","705-163-4051","************7424"
1,73,"April",15,9,2,3,2,0,0,"BB","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Nicholas Buchanan","Buchanan.Nicholas24@protonmail.com","761-046-4837","************7724"
0,68,"September",37,12,2,2,1,0,0,"BB","PRT","Groups",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Zachary Ross","Zachary_Ross62@att.com","880-438-3781","************9968"
1,17,"June",24,13,0,2,2,0,0,"SC","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Mark Harrison","MHarrison@att.com","505-664-2087","************2403"
1,248,"October",45,31,1,2,1,0,0,"BB","PRT","Corporate",0,0,0,0,"Non Refund",51,0,"Transient-Party",0,0,"Canceled","Lisa Smith","Lisa_S49@yahoo.com","840-274-0135","************5969"
0,277,"September",37,5,2,5,2,0,0,"HB","NOR","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Samantha Herring","SHerring@gmail.com","672-385-8036","************9464"
1,62,"September",37,4,2,2,2,0,0,"BB","USA","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Canceled","Derek Flores","Flores.Derek@zoho.com","982-875-8221","************7822"
0,40,"March",13,20,2,1,2,0,0,"SC","AUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Janet Myers","JMyers@yahoo.com","816-282-7601","************1149"
0,32,"March",10,5,2,5,2,0,0,"BB","IRL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Kevin Brooks","Brooks.Kevin@gmail.com","615-356-3492","************8708"
1,11,"August",34,18,0,2,1,0,0,"BB","PRT","Corporate",0,0,0,2,"Non Refund",48,0,"Transient",0,0,"Canceled","Denise Wagner","Denise_W75@xfinity.com","226-163-6231","************5936"
0,17,"May",21,21,2,1,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Emily Hart","Hart.Emily@xfinity.com","278-838-1917","************6681"
0,157,"July",29,17,1,4,2,0,0,"BB","FRA","Online TA",0,0,0,2,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Emily White","Emily.White@att.com","399-472-0222","************5028"
1,468,"October",43,20,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Anita Snyder","Anita.S@zoho.com","777-129-0721","************8725"
1,164,"June",24,15,2,5,2,0,0,"BB","SWE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Christopher Matthews","Christopher_M@gmail.com","178-799-3678","************5761"
0,73,"October",41,6,0,1,1,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Chad Mckenzie","Chad.Mckenzie@aol.com","747-758-9828","************9755"
1,210,"July",29,15,2,2,2,0,0,"HB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Faith White","White.Faith@outlook.com","682-701-9738","************4788"
0,17,"June",23,3,0,1,2,0,0,"BB","COL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Teresa Stewart","Teresa_Stewart@mail.com","508-394-3595","************8245"
0,53,"August",35,24,1,1,2,0,0,"BB","ESP","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Sandra Griffith","Sandra.Griffith@yandex.com","752-113-2377","************3519"
0,0,"July",31,29,0,1,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Stephen Marquez","Stephen_M@xfinity.com","425-262-1943","************1598"
1,92,"December",49,1,4,15,1,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,1,"Canceled","Thomas Mclaughlin PhD","Thomas.PhD23@zoho.com","561-184-4210","************7394"
0,30,"May",21,21,0,1,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Katie Vance","Katie.Vance@verizon.com","161-711-1768","************6777"
0,60,"April",15,11,0,3,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Melanie Valenzuela","Valenzuela_Melanie@hotmail.com","950-426-3672","************3603"
1,244,"October",45,30,2,3,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Jason Leonard","JLeonard@aol.com","163-498-1421","************5570"
1,98,"December",52,26,2,1,3,0,0,"BB","PRT","Online TA",0,1,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Heather Williams","HeatherWilliams21@outlook.com","758-871-8713","************8940"
0,48,"September",37,11,1,2,1,0,0,"BB","PRT","Groups",0,0,0,2,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Danielle Dunn","Dunn_Danielle@verizon.com","281-924-1540","************2725"
1,9,"June",25,12,2,1,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Diana Hoover DDS","DDDS@protonmail.com","522-339-4239","************8749"
1,169,"August",32,8,0,4,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Crystal Jimenez","Crystal.Jimenez@zoho.com","689-898-7514","************9993"
0,11,"December",49,5,2,2,2,0,0,"HB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Scott Williams","Scott_W@protonmail.com","140-216-0953","************6593"
